내용,Translated 내용
"부부 소득은 항상 합산 소득이고, 연 7천이면 솔직히 많이 버는 편이 아닌데 그거 넘으면 나라에서 주는 신혼부부 지원 중 그 어느 혜택도 받을 수 없음ㅋㅋ (평균적 고소득자들 몰려있는 서울시 이자 지원이라도 받으려면 부부합산 소득 9천) 누가 혼인신고를 하고 누가 애를 낳겠냐고","Couple income is always a combined income, and if you are 7,000 per year, you don't earn a lot, but if you go beyond that, you can't receive any benefits of newly married couples.) Who reports marriage and who will have a child"
그냥 편하자고 그러는 것이 대부분임.,Most of them are just comfortable.
원래 못사는 사람들이 애많이 낳더라,There were a lot of people who could not live.
경제압력운운 하는건 다핑계고 그냥 자기들 편하자고 그러는거지,Economic pressure is a great excuse and just let them be comfortable
개인이알아서 하능거지 왜자꾸 애 낳아라 관여하는지 모르겠음 ㅡ 이미 낳아있는 아이들 관리나 좀 해 ㅡ교육꼬라지는 개판으로 해놓고선 뭐자꾸 갓난아기 낳으면 그때뿐인 돈퍼주기만 하냐,I don't know why I don't know why I'm involved. I don't know why I'm involved.
남편 7천받아도 세후 월급은 500도 안됨..그런데여성 취업센터에 가서 교육받고 싶다고 하니 의료보험 많이 낸다고 혜택이 없다고 함...왜 세금은 더 내는데 혜택은 1도없는건지 ...,"Even if you get 7,000 husbands, you don't have 500 salaries after tax."
연봉 7천 넘어가면 고소득자라고 모든 복지혜택에서 제외인데 낳도 싶겠음? 진짜 육아관련 복지는 소득기준 좀 없애. 부부합산 1억인데 흙수저라 부모님 용돈 드리고 대출받아 전세사는 사람들은 지원없는데 부모한테 7억짜리 아파트 우회로 증여받아서 외벌이 연봉5천으로 사는 사람은 기저귀에 보육지원에 이것저것 많이 받더라.,"If you go over 7,000 salaries, you are excluded from all welfare benefits.Real childcare -related welfare removes income standards.It is 100 million couple, but it is a soil spoon, so it is a pocket money and a loan."
7000이 고소득~??그 연봉에서 세금때고 개뜩같은 국민연금...의료보험내고 나면 실수령액 얼마된다고 ㅎㅎ,7000 is a high income ~ ??
"오랬동안 말해왔지만 저출산에 몇십~몇백만원 지원해 준다고 해결 되는게 아닙니다. 아이둘 낳아 키워보니 불편한것은 여유가 없었던 육아와 초등돌봄 이었고 다음은 사교육 그리고 대학등록금 입니다. 육아시설 24시, 무료 초등돌봄 저녁까지 해야 합니다","I've been talking for a long time, but it doesn't solve a few million won to a few million won for low birth rates.It was uncomfortable to grow with two children, and it was a childcare and elementary care that could not be affordable. Next is private education and college tuition.Childcare facilities should be 24 o'clock, free elementary care evening"
"사회 부정부패,  비효율적인 세금 운용, 비상식으로 인한 사회계층사다리 실종등.","Social corruption, inefficient tax management, and disappearance of social -based bridges caused by emergency."
본인들 인생이 우선인  세상이 됏으니간..짧은인생  자식한테 목 매지 말고 살앗음 좋겟다..,It's a world with priority in their lives.
미래는 지옥이다. 당연한 결과다... 겨울 평균 기온 12도... ㅎㄷㄷ,"The future is hell.Of course, the result ... Winter average temperature 12 degrees ... ㅎㄷㄷ"
애 낳는다고 지원하지마라 지 자식 낳는데 왜 세금으로  돈 주는데 없으면 없는데로 살면되지 굳~~~이 외노자들 도 그만 쳐 늘려라 후진국 그만만들고 우리가 만들은 복지 누리게 하지마라,"Don't apply for a child. If you give birth to a child, why don't you pay for your tax, but you don't have to live."
결국 선진국처럼 싱글세를 대놓고 걷는 시대로 갈 수 밖에 없다.,"In the end, like a developed country, we have no choice but to go to the time of walking on a single tax."
"기업이나 남자들이나 한국여자들 감당 안된다! 그냥 혼자 즐기며 살던가, 애를 놓기를 원하는 남자가 있다면 국제결혼을 추천한다! 한국과 큰차이없는 선진국도 괜찮은 선택이야! 한국여자들 눈높이는 대한민국 남자 상위 5%미만이야!","Companies, men, and Korean women are not handled!If you have a man who just enjoys living alone or wanting to let go, international marriage is recommended!Advanced countries that have no big difference from Korea are a good choice!Korean women's eyes are less than 5%of Korean men!"
고소득자들과 경쟁을 할수 있도록 고등학교때까지 현금  지원과 더불어 다자녀 대학 등록금 무료해라,"To compete with high -income students, please be free to tuition for multi -child universities with cash support until high school until high school."
"집 있어야 애 놓는다? 급여 많아야 애 놓는다?? 이거 그냥 다들 핑계야~ 화장실 갈때 다르고 나올때 다르다고~무조건 불만만 찾아다가 가져다 붙이고, 다 기성세대 때문이라고 그냥 염병 털고 있는 거지~ 정작 집있고 연봉 많아봐 그걸로 놀고 싶고, 여행가고 싶고 해서 애 놓을 시간도 없음~ 그래서 신혼부부 주택 지원이니 뭐니 개 같은 정책 내놔봐야 아무 의미가 없다는거다~ 이미 몇백조 쓰고도 출산률 0.7x나왔으면 다 증명한거 아니가??","Do you have a house?Do you have a lot of salary?It's just an excuse ~ It's different when you go to the bathroom, and it's different when you come out ~ It's different when you come out, but it's just because of the older generation.~ So it's a newly -married couple housing support."
"상속세, 증여세 없애라","Inheritance tax, eliminate donation tax"
돈이 아니고 여권신장 때문이다. 앞선 선진국들 보면 알잖어.,"It is not money, but because of the increase in passport.If you look at advanced countries, you know."
"나라에서 지원을 얼마하건  연봉이 얼마건 얘네들은 결혼 안하고 애도 안낳을꺼다.
 왜냐면 지금의 남녀들은 어릴때부터 나사하나씩
 빠진채 길러진 자신만 아는 금쪽이들이다.","No matter how much you support the country, the salary will not be married and you won't be married.
Because now men and women are screwed since childhood
They are golden people who know themselves who are raised."
그러니까 아이 키우는 가정에게 세금혜택 학비무료 주택무료 등등 지원 팍팍 해줘야 함 육아휴직도 경력에 포함시켜야 함 며칠전 전문가가 이 통계를 보고 지금 출산대책은 소소하게 너무 벌려있고 선택집중해서 지원해야 한다고 했음  공감,"Therefore, the child raising the family should be supported by free housing for tax benefits."
답답하네 돈문제가 아니라니까. 사상문제야 결혼 안하고 애 없으면 챙피한 세상으로 만들어야한다. 그럼 남눈치보는 한국인 특성상 확바뀐다,"It's frustrating, it's not a matter of money.It's a matter of ideology.Then, South Korea's eyes are expanding due to the characteristics of Koreans."
"주부인 와이프들은 소득도없고 할것도없으니 애낳아서 애나 키우는거지, 금전적으로 가계경제 보탬도 안되고 애라도키워야..
고소득 젊은여자들은 자기삶 커리어가 중요하니
더치열하게 살수밖에 없고
애낳을 분위기도 시간도 없으니 무자녀가 많고

당연한거 아니냐??","Houseworks, who are housework, have no income and have nothing to do, so they are born and raised.
High -income young women are important for their lives.
I have no choice but to live
There are no moods or time to give birth, so there are a lot of children

Isn't it natural?"
"영유아기도 그렇지만 맞벌이 부부가 자녀 초등학교 가는순간 지옥이지 학교는 일찍 끝나 방과후 자녀돌봄?? 웃기죠ㅋㅋ애들은 학원뺑뺑이에 자녀 키워보신분은 아시겠지만 유치원때 보다 오히러 초등 저학년때가 부모 손이 더 많이 필요한데
초등학교에 대한 대책은 아무것도 내놓지도 않음","Infants, but as soon as the couple go to elementary school, hell is hell. The school ends early.It's funny.
Countermeasures for elementary schools do nothing"
서슬퍼런 민식이법이 있는데 지금 누구 집안을 박살내려고 아를 낳습니까??정신있어요??세상 그렇게 이기적으로 사는거 아닙니다...,"There's a sad man -in -law, but who is it to smash the house ??"
솔직해 지자고요~~아이당 7억들어요 부가세8%이니 저희는 둘이라 아이둘에 1억5000 기본으로 세금내고살아요~누가 아이낳아요?? 세금이라도 줄여주세요 아이낳으면 세금만 더늘고 지원은 없습니다 세금에 지출하면 10억 이상드는데 누가 아이 낳나요?? 세금 받이 라는 말이 참 슬프지만 틀린말은 아닙니다 다들 대책좀 내세요~~ 초등학생 4년후 20만으로 반으로 줄어듭니다,"Let's be honest ~~ There are 700 million people per child. VAT is 8%. We are two of them.Please reduce the tax.It's sad to say that it's tax, but it's not wrong. Everyone takes some measures."
밖에서 조올라 일하고 집에와서 주말에도 쉴틈도 없이 육아 누가 하고 싶겠어요 돈도 돈이지만 부모때처럼 희생 정신이 없음...,Who wants to work out of the outside and come home and do not have a break on the weekend. Who wants to do it.
